ds,yhat,yhat_lower,yhat_upper
2017-12-31,1927.101084588452,349.15217545747913,9972.567412303648
2018-01-01,1451.1220243085254,293.0223498423728,9138.519635574301
2018-01-02,1181.8197308478861,195.3310608269546,7729.132708132856
2018-01-03,195.70537967162392,35.57586218138043,1160.2915109506278
2018-01-04,656.3595386977267,113.93246501525593,4149.0535698316435
2018-01-05,676.048832914821,120.86525004135638,4506.250272519171
2018-01-06,513.9921113461496,93.25082894505611,3037.616213805252
2018-01-07,562.9020674893472,84.80111611027453,2987.8730950891345
2018-01-08,796.2932537700069,142.1724235946052,4206.420519023104
2018-01-09,470.7812535841573,86.3116309563124,2778.7004674623595
2018-01-10,151.519350888806,22.999399023339162,897.7939949701051
2018-01-11,563.7825391270204,95.38251418037217,3089.4907898299416
2018-01-12,672.6494109417843,124.6556007905008,3508.176229727799
2018-01-13,579.1436336346977,100.85970741351211,3140.338499097087
2018-01-14,659.4674720444125,100.80041868349264,3841.8006833256463
2018-01-15,889.7458332528156,204.21055709782888,5958.249789498788
2018-01-16,492.654793201673,102.79231811909459,2599.4112839356744
2018-01-17,158.3743046360921,26.06651481351991,857.5374117821226
2018-01-18,645.551223214648,107.30196623552055,3089.802221470596
2018-01-19,883.4409465645529,154.16317773881386,4846.201687497586
2018-01-20,844.3755333779076,153.4268237523382,4457.215774668119
2018-01-21,987.6151445940087,196.46257343287772,5459.750537527372
2018-01-22,1287.1439954613184,221.29049216828656,7570.427954999213
2018-01-23,677.0016624600273,112.44514430202884,4317.870443542197
2018-01-24,207.20590002800816,38.12739982074111,1145.5841779530033
2018-01-25,784.9411714597884,136.646363988669,4182.282612879399
2018-01-26,951.430003470669,175.68082963035693,4806.39816040386
2018-01-27,784.3530575193927,151.59808573830261,4136.352810361707
2018-01-28,834.9101652312854,157.38844197006566,4913.426141304425
2018-01-29,1133.5383867674602,222.86267609740352,5940.028857880492
2018-01-30,716.3114601669166,136.0355655596461,4036.5611780944337
2018-01-31,277.7138801671478,47.527957078301235,1556.734076028059
2018-02-01,990.6221377339833,168.77632207710852,5912.04378891149
2018-02-02,1183.1134557093856,257.16681665918054,6279.816965132687
2018-02-03,826.0185786985231,130.65164465136797,4766.116850740318
2018-02-04,702.2829987804198,134.789461981205,3210.254623192438
2018-02-05,787.5449285600337,165.07326318887914,4292.021749539778
2018-02-06,438.542637866751,79.68039701369047,2741.861429686801
2018-02-07,155.95307520326557,24.126791730297843,942.0440524047634
2018-02-08,643.0031131089283,113.33039950162436,3238.0784734971385
2018-02-09,733.8812564192399,151.55618166215092,4056.767301287635
2018-02-10,518.4327810903811,93.42874052462135,2627.199432593008
2018-02-11,476.1974744375777,75.45380616804051,2871.483349981275
2018-02-12,588.4953432033601,93.83567325468518,3091.4403787602314
2018-02-13,342.6192898720289,56.93701046381225,1956.1501057520875
2018-02-14,116.50525948807588,21.6179491132479,679.2693200244308
2018-02-15,438.1454013185512,75.71032426562262,2662.5161626227214
2018-02-16,471.7056220526062,82.3327655927726,2667.959638723082
2018-02-17,346.57473804196593,55.98998629402443,1659.4338449892784
2018-02-18,361.4653681908069,67.01372563240707,2091.351305047782
2018-02-19,515.6886787550416,85.65515196351927,2650.1202859734967
2018-02-20,328.870266792144,60.798490128722975,1700.7328871728437
2018-02-21,114.65185134829265,18.050123923538756,674.5650279035015
2018-02-22,429.2305557963274,88.58045717531951,2203.5743270331277
2018-02-23,463.1008773447418,90.06606711613234,2738.105871334874
2018-02-24,341.580387490302,60.028376570818025,1983.8560452997554
2018-02-25,346.40717715212935,55.881038905722896,1804.428598149439
2018-02-26,461.53613267511594,81.35417103137816,2798.3085621780688
2018-02-27,278.4379554584175,49.62027833994215,1518.6668764907984
2018-02-28,101.69047614729506,17.25238955715682,560.7958340134965
2018-03-01,698.6768860804004,126.24754438002282,4007.2143533222534
2018-03-02,1025.6641954932427,198.0277800759514,6454.533577037922
2018-03-03,1012.4592220754383,179.152068435401,5221.561101780945
2018-03-04,1194.6877863399977,232.61620036117128,6039.101830777854
2018-03-05,1550.1968742345032,327.7930538094806,8574.94988832748
2018-03-06,812.096779793233,153.74908741494963,4527.888727600394
2018-03-07,254.45238616593156,46.29153291213597,1476.4824895429895
2018-03-08,1041.6717516913586,195.23791905284062,5598.6584150255885
2018-03-09,1441.037400364257,268.4220212053537,7931.64192523448
2018-03-10,1360.7646185319295,251.45141170350448,6921.960341883972
2018-03-11,1541.6568634460502,309.87874271526823,7643.760044452193
2018-03-12,1978.4123526854664,369.8183833457062,10934.900206464106
2018-03-13,1084.5004241374845,227.71443209887215,5903.558350132387
2018-03-14,369.5221027491328,67.28705797429299,2293.7007036732675
2018-03-15,1597.663259276636,272.85705263753607,7733.557849532738
2018-03-16,2138.494388552903,378.3736235015633,10216.552606520665
2018-03-17,1790.1237285922814,325.8673445018135,10069.697904578676
2018-03-18,1765.8767700500875,360.80915606344087,10305.228827305576
2018-03-19,2108.550916783156,421.92884730602054,12752.406199583213
2018-03-20,1184.5228938601924,193.8447988335534,5876.307316779766
2018-03-21,435.52353922744027,87.00604379086812,2162.423465580328
2018-03-22,1979.0850540361357,333.9523921546117,10426.751437082763
2018-03-23,2599.053917653407,491.7463808592219,15004.582817068287
2018-03-24,2026.806316106792,334.9405573895714,10955.313372886405
2018-03-25,1849.9328203052585,329.082864538932,10321.391768408797
2018-03-26,2069.5500697826337,375.6856469108887,12378.546441433597
2018-03-27,1077.6072212788429,191.24616073233645,6014.104245967131
2018-03-28,353.48926836765986,67.12289236831103,1870.6238069446586
2018-03-29,1412.2096276681505,243.01341510294054,7371.964150281061
2018-03-30,1737.9101784844684,306.5036134881233,9388.134348185855
2018-03-31,1467.6752103568929,237.8184025098681,9891.444317637735
2018-04-01,1041.0905226149152,176.77169207113883,5674.364041057868
2018-04-02,1557.261800750341,222.5097511221157,9461.431119741406
2018-04-03,1004.3911882811411,172.0687939726742,5836.2040676638135
2018-04-04,346.4819007247298,56.001580695411974,1780.5263286086815
2018-04-05,1254.3286664263503,215.64366938556165,6815.602028247526
2018-04-06,1320.1794962849835,234.31375212791215,7893.873387034978
2018-04-07,984.6786525485056,195.02240251223688,5379.214880048484
2018-04-08,1064.1724203026026,199.2538038259078,6138.726172312407
2018-04-09,1551.9125124431582,270.52115665587957,8364.516897442621
2018-04-10,983.9645254571275,182.6688106389104,6704.0180573079915
2018-04-11,339.1781361788805,65.62502050807969,1996.6971024489885
2018-04-12,1287.5602571309498,208.35728054663412,6684.670284390209
2018-04-13,1501.2988277111103,285.3777700862052,7860.900461643862
2018-04-14,1251.1746251072734,225.80912917446057,7378.613176789129
2018-04-15,1417.2169721957246,279.4129621089941,7165.225230290446
2018-04-16,1959.9419255092698,349.20248692713443,9011.939494614317
2018-04-17,1107.6373321775964,189.84231240979705,5934.590970695433
2018-04-18,348.40589429101254,59.97159354876808,1982.442437045147
2018-04-19,1316.4451178092168,235.62555886887804,7173.418611383427
2018-04-20,1650.7347345785734,305.22746056165124,9070.593752102739
2018-04-21,1490.7007678584669,256.5195889725331,8745.886843132
2018-04-22,1723.517719589941,322.62479645457677,10204.663131847487
2018-04-23,2263.750886298418,480.94851915181147,11756.3838128698
2018-04-24,1174.67505763309,219.77722962519815,6551.289093825186
2018-04-25,340.6812685702631,64.11438453090753,1838.456660156769
2018-04-26,1188.3248051686408,244.63468601884614,6302.120944683915
2018-04-27,1333.976161490354,271.8316229779229,8328.805671393917
2018-04-28,1038.8616317036365,158.8478553144212,5521.845719955204
2018-04-29,1054.50725697272,194.22147848736978,5913.11186423484
2018-04-30,1355.6735940716944,242.9186066139038,7791.013401822598
2018-05-01,825.1026421573013,144.41977423138184,4207.847884415561
2018-05-02,309.0943673397063,58.777005350929336,1514.2557711531604
2018-05-03,1383.3570590805552,264.3071016238958,8081.04836373791
2018-05-04,1751.5416118874832,320.06536541302114,10359.234150300625
2018-05-05,1303.0559687473233,226.7851660279051,6690.793698535397
2018-05-06,1137.8295244171638,202.13430787726,6739.846053998583
2018-05-07,1254.0444300081188,278.73853586830177,6953.252038877008
2018-05-08,681.0949298204239,127.9428636493389,4055.0139651331683
2018-05-09,246.24795177402922,48.93406281244904,1586.7592456311468
2018-05-10,1091.1712432272934,199.32091108295063,6065.857113660753
2018-05-11,1383.7839033923867,246.98509645560154,8345.072027349262
2018-05-12,1069.6677766990435,183.26062095879627,6283.547132322183
2018-05-13,1032.6226595664841,178.81907079858883,5652.252995382554
2018-05-14,1312.2402779230506,229.0755319563131,6911.934571014132
2018-05-15,801.6922746998007,150.9651871381978,4461.4020831934295
2018-05-16,298.86289897210355,52.1599963904655,1773.606739245607
2018-05-17,1248.9191068349905,222.20053621202197,6881.64859140355
2018-05-18,1464.8203637586917,281.9796219057783,8953.003189955956
2018-05-19,1115.1410048842486,202.72873401385309,6722.978575711137
2018-05-20,1162.0186028862795,224.07452378231542,6347.640852473969
2018-05-21,1667.801433982823,266.2929304303464,8703.071184999975
2018-05-22,1113.9102491024678,181.7844755201278,6258.872541515697
2018-05-23,420.6088106739087,78.90835444667525,1987.2122267098314
2018-05-24,1674.2698408362257,296.41023441669745,10098.812814303865
2018-05-25,1843.4686036279682,403.62720757939456,10074.883683275531
2018-05-26,1322.8262379420673,212.645209676256,6510.062038361317
2018-05-27,1274.7421687651472,228.08230806588563,7168.793878561951
2018-05-28,1616.3901268471611,303.0853997307455,9536.149573169274
2018-05-29,932.3260736828083,158.47006954642148,5163.306431367129
2018-05-30,321.96490765493894,57.03897400637024,1847.6212068608202
2018-05-31,1348.7952630234713,257.87758530167076,6866.625724196819
2018-06-01,1825.4989207641795,349.9257423697236,9156.235435847879
2018-06-02,1688.4720306834802,330.198639297873,9715.064987998136
2018-06-03,1939.6337824347816,329.34883936115386,11281.798687936487
2018-06-04,2487.6652968881967,472.48626664703744,12141.518730798442
2018-06-05,1251.684756169628,219.9774776763296,7936.266376254776
2018-06-06,356.58720036613926,62.34675433570171,1840.9115003982927
2018-06-07,1276.1562530841375,260.1538365667006,6232.705223551755
2018-06-08,1562.9596278703834,263.36395191295946,9033.523296094829
2018-06-09,1375.9273956949464,198.9368620144027,8295.859799315474
2018-06-10,1525.5349874317922,298.06707796392305,8345.046216894285
2018-06-11,1931.5489206103694,381.6380140547402,10056.18575937609
2018-06-12,1013.1915833729231,182.03759447521145,5036.078854031617
2018-06-13,320.0196304736269,60.888555729358565,1728.30763433334
2018-06-14,1289.634268235941,243.43416814633306,7613.421022921452
2018-06-15,1678.5219220732438,286.94550036774854,8683.297496509096
2018-06-16,1429.246779035326,278.3361260321299,7844.9443951945
2018-06-17,1448.0106358237756,246.08247874612124,8495.042638252573
2018-06-18,1722.85968324797,312.06557555228085,8184.587451239003
2018-06-19,929.6841447158645,167.4613884113425,5055.724499618328
2018-06-20,327.25390740256324,63.84122693564795,1940.248810317124
2018-06-21,1483.0150989578397,272.68997626314484,7281.815167853483
2018-06-22,2045.8011679243828,333.5480958408124,10380.16274149461
2018-06-23,1717.0699510024342,291.51864043991554,9369.602888842885
2018-06-24,1655.0358997270814,319.5159851384752,11009.231732804361
2018-06-25,1876.6679825310214,318.44072592508303,12130.166925099911
2018-06-26,962.9246677323011,201.3042330755035,4914.416883124927
2018-06-27,311.2167840744997,55.71409333216617,1815.7410653281026
2018-06-28,1241.8252553401258,217.4285463827879,7294.807750688118
